"H",10,20230103132154,batch2
"U",2023-01-03 14:32:34.000,30,Drud,O'Regan,doregant@gmail.org,Male,Structural Analysis Engineer,94377.02
"U",2023-01-03 14:32:34.000,31,Sherwin,Sybe,ssybeu@macromedia.com,Male,Barber,10000.46
"D",2023-01-03 14:32:34.000,32,Emogene,Maffucci,emaffucciv@nifty.com,Genderfluid,Geologist II,64243.42
"D",2023-01-03 14:32:34.000,33,Linn,Dyball,ldyballw@prnewswire.com,Non-binary,Automation Specialist II,55482.71
"I",2023-01-03 14:32:34.000,34,Callida,Buffham,cbuffhamx@chron.com,Female,Media Manager III,67573.26
"I",2023-01-03 14:32:34.000,35,Fabio,Bere,fberey@latimes.com,Male,Administrative Officer,85545.34
"I",2023-01-03 14:32:34.000,36,Lenora,Holbie,lholbiez@deliciousdays.com,Female,Pharmacist,97459.11
"I",2023-01-03 14:32:34.000,37,Welch,Errichiello,werrichiello10@army.mil,Male,Food Chemist,12270.7
"I",2023-01-03 14:32:34.000,38,Goldie,Jancic,gjancic11@nydailynews.com,Female,,30082.77
"I",2023-01-03 14:32:34.000,39,Loutitia,Ughi,lughi12@ustream.tv,Female,,81768.78
"I",2023-01-03 14:32:34.000,40,Joe,Cardenas,jcardenas13@illinois.edu,Male,Professor,54866.84
"I",2023-01-03 14:32:34.000,41,Donella,Cloney,dcloney14@joomla.org,Female,Legal Assistant,61027.59
"I",2023-01-03 14:32:34.000,42,Feliks,Idwal Evans,fidwalevans15@oracle.com,Male,Editor,21892.41
"I",2023-01-03 14:32:34.000,43,Berenice,McIlvenny,bmcilvenny16@bbc.co.uk,Agender,Dental Hygienist,36326.66
"U",2023-01-03 14:32:34.000,24,Carola,Munnis,cmunnisn@elpais.com,Female,Manager,40653.81
"D",2023-01-03 14:32:34.000,23,Alejoa,Witter,awitterm@addthis.com,Male,Community Outreach Specialist,62496.96
"D",2023-01-03 14:32:34.000,21,Dottie,Dinneen,ddinneenk@edublogs.org,Female,Geologist II,55136.83
"F",customer_details,20230103133443
